pigeon_number,pigeon_name,week_number,home_abbr,away_abbr,picked_home,predicted_margin,created_at,home_score,away_score,status
1,Pay Dirt,12,DET,NYG,True,13,2025-12-31 18:57:44.625869+00:00,34,27,final
1,Pay Dirt,12,GB,MIN,True,6,2025-12-31 18:57:44.630566+00:00,23,6,final
1,Pay Dirt,12,TEN,SEA,False,10,2025-12-31 18:57:44.639327+00:00,24,30,final
1,Pay Dirt,12,KC,IND,True,3,2025-12-31 18:57:44.635093+00:00,23,20,final
1,Pay Dirt,12,BAL,NYJ,True,12,2025-12-31 18:57:44.610103+00:00,23,10,final
1,Pay Dirt,12,LV,CLE,False,3,2025-12-31 18:57:44.648075+00:00,10,24,final
1,Pay Dirt,12,ARI,JAX,False,3,2025-12-31 18:57:44.644092+00:00,24,27,final
1,Pay Dirt,12,DAL,PHI,False,6,2025-12-31 18:57:44.652721+00:00,24,21,final
1,Pay Dirt,12,NO,ATL,True,3,2025-12-31 18:57:44.657074+00:00,10,24,final
1,Pay Dirt,12,LAR,TB,True,3,2025-12-31 18:57:44.661044+00:00,34,7,final
1,Pay Dirt,12,SF,CAR,True,7,2025-12-31 18:57:44.665876+00:00,20,9,final
1,Pay Dirt,13,DET,GB,True,3,2025-11-27 17:08:43.081714+00:00,24,31,final
1,Pay Dirt,13,DAL,KC,False,4,2025-11-27 17:08:43.096180+00:00,31,28,final
1,Pay Dirt,13,BAL,CIN,True,8,2025-11-27 17:08:43.105193+00:00,14,32,final
1,Pay Dirt,13,PHI,CHI,True,6,2025-11-27 17:08:43.113556+00:00,15,24,final
1,Pay Dirt,13,CLE,SF,False,4,2025-11-27 17:08:43.130591+00:00,8,26,final
1,Pay Dirt,13,TEN,JAX,False,3,2025-11-27 17:08:43.171745+00:00,3,25,final
1,Pay Dirt,13,IND,HOU,True,6,2025-11-27 17:08:43.138897+00:00,16,20,final
1,Pay Dirt,13,MIA,NO,True,7,2025-11-27 17:08:43.147213+00:00,21,17,final
1,Pay Dirt,13,NYJ,ATL,False,3,2025-11-27 17:08:43.155679+00:00,27,24,final
1,Pay Dirt,13,TB,ARI,True,6,2025-11-27 17:08:43.163359+00:00,20,17,final
1,Pay Dirt,13,CAR,LAR,False,8,2025-11-27 17:08:43.122134+00:00,31,28,final
1,Pay Dirt,13,SEA,MIN,True,12,2025-11-27 17:08:43.179406+00:00,26,0,final
1,Pay Dirt,13,PIT,BUF,False,5,2025-11-27 17:08:43.195112+00:00,7,26,final
1,Pay Dirt,13,LAC,LV,True,10,2025-11-27 17:08:43.187598+00:00,31,14,final
1,Pay Dirt,13,WSH,DEN,False,4,2025-11-27 17:08:43.202921+00:00,26,27,final
1,Pay Dirt,13,NE,NYG,True,7,2025-11-27 17:08:43.210426+00:00,33,15,final
1,Pay Dirt,14,DET,DAL,True,3,2025-12-31 18:50:41.017934+00:00,44,30,final
1,Pay Dirt,14,ATL,SEA,False,6,2025-12-31 18:50:41.051238+00:00,9,37,final
1,Pay Dirt,14,CLE,TEN,True,7,2025-12-31 18:50:41.061139+00:00,29,31,final
1,Pay Dirt,14,GB,CHI,True,5,2025-12-31 18:50:41.065565+00:00,28,21,final
1,Pay Dirt,14,MIN,WSH,True,3,2025-12-31 18:50:41.075504+00:00,31,0,final
1,Pay Dirt,14,NYJ,MIA,False,3,2025-12-31 18:50:41.079864+00:00,10,34,final
1,Pay Dirt,14,TB,NO,True,10,2025-12-31 18:50:41.084138+00:00,20,24,final
1,Pay Dirt,14,JAX,IND,True,3,2025-12-31 18:50:41.071223+00:00,36,19,final
1,Pay Dirt,14,BAL,PIT,True,4,2025-12-31 18:50:41.056251+00:00,22,27,final
1,Pay Dirt,14,LV,DEN,False,6,2025-12-31 18:50:41.088677+00:00,17,24,final
1,Pay Dirt,14,BUF,CIN,True,7,2025-12-31 18:50:41.097107+00:00,39,34,final
1,Pay Dirt,14,ARI,LAR,False,7,2025-12-31 18:50:41.092961+00:00,17,45,final
1,Pay Dirt,14,KC,HOU,True,6,2025-12-31 18:50:41.102241+00:00,10,20,final
1,Pay Dirt,14,LAC,PHI,True,3,2025-12-31 18:50:41.106331+00:00,22,19,final
1,Pay Dirt,15,TB,ATL,True,3,2025-12-31 18:50:46.265646+00:00,28,29,final
1,Pay Dirt,15,CHI,CLE,True,6,2025-12-31 18:50:46.276247+00:00,31,3,final
1,Pay Dirt,15,CIN,BAL,True,3,2025-12-31 18:50:46.281048+00:00,0,24,final
1,Pay Dirt,15,KC,LAC,True,3,2025-12-31 18:50:46.294500+00:00,13,16,final
1,Pay Dirt,15,NE,BUF,True,3,2025-12-31 18:50:46.298732+00:00,31,35,final
1,Pay Dirt,15,NYG,WSH,True,3,2025-12-31 18:50:46.303273+00:00,21,29,final
1,Pay Dirt,15,PHI,LV,True,9,2025-12-31 18:50:46.307550+00:00,31,0,final
1,Pay Dirt,15,JAX,NYJ,True,13,2025-12-31 18:50:46.290304+00:00,48,20,final
1,Pay Dirt,15,HOU,ARI,True,13,2025-12-31 18:50:46.286016+00:00,40,20,final
1,Pay Dirt,15,DEN,GB,False,3,2025-12-31 18:50:46.311879+00:00,34,26,final
1,Pay Dirt,15,LAR,DET,True,3,2025-12-31 18:50:46.316067+00:00,41,34,final
1,Pay Dirt,15,NO,CAR,False,3,2025-12-31 18:50:46.320561+00:00,20,17,final
1,Pay Dirt,15,SF,TEN,True,14,2025-12-31 18:50:46.329249+00:00,37,24,final
1,Pay Dirt,15,SEA,IND,True,16,2025-12-31 18:50:46.324638+00:00,18,16,final
1,Pay Dirt,15,DAL,MIN,True,7,2025-12-31 18:50:46.333952+00:00,26,34,final
1,Pay Dirt,15,PIT,MIA,True,3,2025-12-31 18:50:46.337989+00:00,28,15,final
1,Pay Dirt,16,SEA,LAR,False,3,2025-12-31 18:50:51.507508+00:00,38,37,final
1,Pay Dirt,16,CHI,GB,True,2,2025-12-31 18:50:51.515849+00:00,22,16,final
1,Pay Dirt,16,WSH,PHI,False,5,2025-12-31 18:50:51.522114+00:00,18,29,final
1,Pay Dirt,16,CLE,BUF,False,12,2025-12-31 18:50:51.536730+00:00,20,23,final
1,Pay Dirt,16,DAL,LAC,False,3,2025-12-31 18:50:51.540983+00:00,17,34,final
1,Pay Dirt,16,TEN,KC,False,4,2025-12-31 18:50:51.554555+00:00,26,9,final
1,Pay Dirt,16,NO,NYJ,True,3,2025-12-31 18:50:51.545888+00:00,29,6,final
1,Pay Dirt,16,NYG,MIN,False,6,2025-12-31 18:50:51.550142+00:00,13,16,final
1,Pay Dirt,16,CAR,TB,False,2,2025-12-31 18:50:51.532072+00:00,23,20,final
1,Pay Dirt,16,BAL,NE,False,3,2025-12-31 18:50:51.526740+00:00,24,28,final
1,Pay Dirt,16,DEN,JAX,True,4,2025-12-31 18:50:51.563236+00:00,20,34,final
1,Pay Dirt,16,ARI,ATL,False,3,2025-12-31 18:50:51.558612+00:00,19,26,final
1,Pay Dirt,16,DET,PIT,True,10,2025-12-31 18:50:51.567539+00:00,24,29,final
1,Pay Dirt,16,HOU,LV,True,13,2025-12-31 18:50:51.571523+00:00,23,21,final
1,Pay Dirt,16,MIA,CIN,True,3,2025-12-31 18:50:51.576135+00:00,21,45,final
1,Pay Dirt,16,IND,SF,False,3,2025-12-31 18:50:51.580594+00:00,27,48,final
1,Pay Dirt,17,WSH,DAL,False,10,2025-12-31 18:50:56.636997+00:00,23,30,final
1,Pay Dirt,17,MIN,DET,False,10,2025-12-31 18:50:56.647251+00:00,23,10,final
1,Pay Dirt,17,KC,DEN,False,10,2025-12-31 18:50:56.652289+00:00,13,20,final
1,Pay Dirt,17,CIN,ARI,True,12,2025-12-31 18:50:56.661840+00:00,37,14,final
1,Pay Dirt,17,GB,BAL,True,3,2025-12-31 18:50:56.666487+00:00,24,41,final
1,Pay Dirt,17,LV,NYG,True,3,2025-12-31 18:50:56.675143+00:00,10,34,final
1,Pay Dirt,17,LAC,HOU,True,6,2025-12-31 18:50:56.670846+00:00,16,20,final
1,Pay Dirt,17,CAR,SEA,False,4,2025-12-31 18:50:56.656962+00:00,10,27,final
1,Pay Dirt,17,CLE,PIT,False,5,2025-12-31 18:50:56.679195+00:00,13,6,final
1,Pay Dirt,17,TEN,NO,False,3,2025-12-31 18:50:56.695814+00:00,26,34,final
1,Pay Dirt,17,IND,JAX,False,7,2025-12-31 18:50:56.683215+00:00,17,23,final
1,Pay Dirt,17,MIA,TB,False,10,2025-12-31 18:50:56.687423+00:00,20,17,final
1,Pay Dirt,17,NYJ,NE,False,14,2025-12-31 18:50:56.691901+00:00,10,42,final
1,Pay Dirt,17,BUF,PHI,True,3,2025-12-31 18:50:56.699725+00:00,12,13,final
1,Pay Dirt,17,SF,CHI,True,3,2025-12-31 18:50:56.703543+00:00,42,38,final
1,Pay Dirt,17,ATL,LAR,False,10,2025-12-31 18:50:56.707906+00:00,27,24,final
1,Pay Dirt,18,ATL,NO,True,10,2025-12-31 18:51:02.694712+00:00,0,0,scheduled
1,Pay Dirt,18,BUF,NYJ,True,7,2025-12-31 18:51:02.703114+00:00,0,0,scheduled
1,Pay Dirt,18,CHI,DET,True,3,2025-12-31 18:51:02.707383+00:00,0,0,scheduled
1,Pay Dirt,18,CIN,CLE,True,5,2025-12-31 18:51:02.714670+00:00,0,0,scheduled
1,Pay Dirt,18,DEN,LAC,True,8,2025-12-31 18:51:02.719102+00:00,0,0,scheduled
1,Pay Dirt,18,LV,KC,False,4,2025-12-31 18:51:02.743246+00:00,0,0,scheduled
1,Pay Dirt,18,LAR,ARI,True,7,2025-12-31 18:51:02.738917+00:00,0,0,scheduled
1,Pay Dirt,18,MIN,GB,True,4,2025-12-31 18:51:02.747919+00:00,0,0,scheduled
1,Pay Dirt,18,NE,MIA,True,13,2025-12-31 18:51:02.752713+00:00,0,0,scheduled
1,Pay Dirt,18,NYG,DAL,False,4,2025-12-31 18:51:02.757497+00:00,0,0,scheduled
1,Pay Dirt,18,PHI,WSH,True,7,2025-12-31 18:51:02.761682+00:00,0,0,scheduled
1,Pay Dirt,18,PIT,BAL,False,4,2025-12-31 18:51:02.765739+00:00,0,0,scheduled
1,Pay Dirt,18,SF,SEA,False,3,2025-12-31 18:51:02.770463+00:00,0,0,scheduled
1,Pay Dirt,18,TB,CAR,False,3,2025-12-31 18:51:02.774650+00:00,0,0,scheduled
1,Pay Dirt,18,JAX,TEN,True,17,2025-12-31 18:51:02.734301+00:00,0,0,scheduled
1,Pay Dirt,18,HOU,IND,True,14,2025-12-31 18:51:02.725418+00:00,0,0,scheduled
2,Jaiya,1,PHI,DAL,True,5,2025-10-11 20:24:24.743591+00:00,24,20,final
2,Jaiya,1,LAC,KC,False,3,2025-10-11 20:24:24.752414+00:00,27,21,final
2,Jaiya,1,ATL,TB,False,3,2025-10-11 20:24:24.756140+00:00,20,23,final
2,Jaiya,1,CLE,CIN,False,3,2025-10-11 20:24:24.759768+00:00,16,17,final
2,Jaiya,1,IND,MIA,True,3,2025-10-11 20:24:24.763795+00:00,33,8,final
2,Jaiya,1,NE,LV,True,3,2025-10-11 20:24:24.771175+00:00,13,20,final
2,Jaiya,1,NO,ARI,False,3,2025-10-11 20:24:24.774508+00:00,13,20,final
